date,temperature,humidity,luminosity
2021-11-17 16:04:32.296,19.5,28.5,216
2021-11-17 16:04:30.018,19.5,28.5,216
2021-11-17 16:04:27.740,19.5,28.5,217
2021-11-17 16:04:25.463,19.5,28.5,217
2021-11-17 16:04:23.185,19.6,28.6,217
2021-11-17 16:04:20.908,19.5,28.5,216
2021-11-17 16:04:18.630,19.6,28.6,217
2021-11-17 16:04:16.352,19.6,28.6,215
2021-11-17 16:04:14.074,19.6,28.6,216
2021-11-17 16:04:11.797,19.6,28.6,216
2021-11-17 16:04:09.519,19.6,28.7,220
2021-11-17 16:04:07.237,19.6,28.7,226
2021-11-17 16:04:04.960,19.7,28.7,227
2021-11-17 16:04:02.682,19.7,28.7,227
2021-11-17 16:04:00.405,19.6,28.7,220
2021-11-17 16:03:58.127,19.7,28.7,216
2021-11-17 16:03:55.850,19.7,28.7,216
2021-11-17 16:03:53.572,19.7,28.7,216
2021-11-17 16:03:51.294,19.7,28.7,216
2021-11-17 16:03:49.017,19.7,28.7,216
2021-11-17 16:03:46.739,19.7,28.7,216
2021-11-17 16:03:44.462,19.7,28.7,216
2021-11-17 16:03:42.184,19.7,28.7,216
2021-11-17 16:03:39.906,19.7,28.7,216
2021-11-17 16:03:37.629,19.7,28.7,226
2021-11-17 16:03:35.351,19.7,28.7,227
2021-11-17 16:03:33.070,19.7,28.7,227
2021-11-17 16:03:30.792,19.7,28.7,226
2021-11-17 16:03:28.515,19.7,28.7,226
2021-11-17 16:03:26.237,19.7,28.7,226
2021-11-17 16:03:23.959,19.7,28.7,226
2021-11-17 16:03:21.682,19.7,28.7,226
2021-11-17 16:03:19.404,19.7,28.7,226
2021-11-17 16:03:17.127,19.6,28.6,226
2021-11-17 16:03:14.849,19.7,28.6,226
2021-11-17 16:03:12.572,19.7,28.6,226
2021-11-17 16:03:10.294,19.7,28.6,226
2021-11-17 16:03:08.017,19.7,28.6,226
2021-11-17 16:03:05.739,19.7,28.6,226
2021-11-17 16:03:03.462,19.7,28.6,226
2021-11-17 16:03:01.184,19.7,28.6,225
2021-11-17 16:02:58.907,19.7,28.6,226
2021-11-17 16:02:56.629,19.7,28.6,226
2021-11-17 16:02:54.351,19.7,28.6,226
2021-11-17 16:02:52.070,19.6,28.5,226
2021-11-17 16:02:49.792,19.7,28.6,226
2021-11-17 16:02:47.515,19.6,28.5,226
2021-11-17 16:02:45.237,19.7,28.5,226
2021-11-17 16:02:42.959,19.7,28.5,226
2021-11-17 16:02:40.682,19.7,28.5,226
2021-11-17 16:02:38.404,19.7,28.5,226
2021-11-17 16:02:36.127,19.6,28.4,226
2021-11-17 16:02:33.849,19.7,28.4,225
2021-11-17 16:02:31.572,19.7,28.4,225
2021-11-17 16:02:29.294,19.7,28.4,226
2021-11-17 16:02:27.016,19.7,28.4,225
2021-11-17 16:02:24.739,19.6,28.2,225
2021-11-17 16:02:22.461,19.7,28.3,226
2021-11-17 16:02:20.184,19.7,28.2,226
2021-11-17 16:02:17.906,19.7,28.2,225
2021-11-17 16:02:15.629,19.6,28.2,226
2021-11-17 16:02:13.351,19.6,28.2,225
2021-11-17 16:02:11.073,19.6,28.1,226
2021-11-17 16:02:08.796,19.6,28.1,226
2021-11-17 16:02:06.518,19.6,28.1,225
2021-11-17 16:02:04.241,19.6,28.1,226
2021-11-17 16:02:01.963,19.6,28.1,225
2021-11-17 16:01:59.681,19.6,28.1,225
2021-11-17 16:01:57.404,19.6,28.1,225
2021-11-17 16:01:55.126,19.6,28.1,225
2021-11-17 16:01:52.849,19.6,28.1,225
2021-11-17 16:01:50.571,19.6,28.1,225
2021-11-17 16:01:48.293,19.6,28.1,225
2021-11-17 16:01:46.016,19.6,28.1,225
2021-11-17 16:01:43.738,19.6,28.1,223
2021-11-17 16:01:41.461,19.6,28.1,223
2021-11-17 16:01:39.183,19.6,28.1,225
2021-11-17 16:01:36.905,19.6,28.1,223
2021-11-17 16:01:34.628,19.6,28.0,225
2021-11-17 16:01:32.350,19.6,28.0,225
2021-11-17 16:01:30.073,19.6,28.0,225
2021-11-17 16:01:27.795,19.6,28.0,225
2021-11-17 16:01:25.518,19.6,28.0,223
2021-11-17 16:01:23.240,19.6,28.0,225
2021-11-17 16:01:20.962,19.6,28.0,223
2021-11-17 16:01:18.685,19.6,28.0,226
2021-11-17 16:01:16.407,19.6,28.0,225
2021-11-17 16:01:14.130,19.6,28.0,213
2021-11-17 16:01:11.852,19.6,28.0,215
2021-11-17 16:01:09.574,19.6,28.0,212
2021-11-17 16:01:07.296,19.6,28.0,212
2021-11-17 16:01:05.015,19.7,28.0,216
2021-11-17 16:01:02.737,19.6,28.0,216
2021-11-17 16:01:00.460,19.7,28.1,217
2021-11-17 16:00:58.182,19.7,28.1,217
2021-11-17 16:00:55.904,19.7,28.1,216
2021-11-17 16:00:53.627,19.7,28.1,226
2021-11-17 16:00:51.349,19.7,28.1,226
2021-11-17 16:00:49.072,19.7,28.0,227
2021-11-17 16:00:46.794,19.7,28.0,216
2021-11-17 16:00:44.517,19.7,28.1,216
2021-11-17 16:00:42.239,19.7,28.1,216
2021-11-17 16:00:39.961,19.7,28.0,216
2021-11-17 16:00:37.684,19.7,28.0,216
2021-11-17 16:00:35.406,19.7,28.1,216
2021-11-17 16:00:33.129,19.7,28.1,216
2021-11-17 16:00:30.851,19.7,28.1,215
2021-11-17 16:00:28.573,19.7,28.0,215
2021-11-17 16:00:26.292,19.7,28.1,213
2021-11-17 16:00:24.014,19.7,28.1,213
2021-11-17 16:00:21.737,19.7,28.0,215
2021-11-17 16:00:19.459,19.7,28.0,216
2021-11-17 16:00:17.181,19.7,28.0,215
2021-11-17 16:00:14.904,19.7,28.0,216
2021-11-17 16:00:12.626,19.7,28.0,213
2021-11-17 16:00:10.349,19.7,28.0,215
2021-11-17 16:00:08.072,19.7,28.0,215
2021-11-17 16:00:05.794,19.7,28.0,215
2021-11-17 16:00:03.517,19.7,28.0,213
2021-11-17 16:00:01.239,19.7,28.0,215
2021-11-17 15:59:58.962,19.7,28.0,215
2021-11-17 15:59:56.684,19.7,28.0,215
2021-11-17 15:59:54.406,19.6,27.9,215
2021-11-17 15:59:52.129,19.6,27.9,215
2021-11-17 15:59:49.851,19.6,27.9,215
2021-11-17 15:59:47.574,19.6,27.9,215
2021-11-17 15:59:45.296,19.6,27.9,215
2021-11-17 15:59:43.019,19.6,27.9,215
2021-11-17 15:59:40.737,19.6,27.9,215
2021-11-17 15:59:38.459,19.6,27.9,213
2021-11-17 15:59:36.182,19.6,27.9,213
2021-11-17 15:59:33.904,19.6,27.9,208
2021-11-17 15:59:31.627,19.6,27.9,215
2021-11-17 15:59:29.349,19.6,27.9,215
2021-11-17 15:59:27.071,19.6,28.0,215
2021-11-17 15:59:24.794,19.6,28.0,215
2021-11-17 15:59:22.516,19.6,28.0,215
2021-11-17 15:59:20.239,19.6,28.0,215
2021-11-17 15:59:17.961,19.6,28.0,215
2021-11-17 15:59:15.684,19.6,28.0,215
2021-11-17 15:59:13.406,19.6,28.0,215
2021-11-17 15:59:11.128,19.5,27.9,215
2021-11-17 15:59:08.851,19.5,27.9,215
2021-11-17 15:59:06.573,19.5,27.9,215
2021-11-17 15:59:04.295,19.5,27.9,213
2021-11-17 15:59:02.017,19.5,27.9,215
2021-11-17 15:58:59.740,19.5,28.0,225
2021-11-17 15:58:57.462,19.5,28.0,225
2021-11-17 15:58:55.185,19.5,28.0,223
2021-11-17 15:58:52.903,19.5,27.9,223
2021-11-17 15:58:50.625,19.5,27.9,223
2021-11-17 15:58:48.348,19.5,27.9,222
2021-11-17 15:58:46.070,19.5,27.9,223
2021-11-17 15:58:43.793,19.4,27.8,225
2021-11-17 15:58:41.515,19.4,27.8,225
2021-11-17 15:58:39.238,19.4,27.8,225
2021-11-17 15:58:36.960,19.4,27.8,226
2021-11-17 15:58:34.682,19.4,27.8,226
2021-11-17 15:58:32.405,19.4,27.8,225
2021-11-17 15:58:30.127,19.4,27.8,225
2021-11-17 15:58:27.849,19.5,27.9,225
2021-11-17 15:58:25.572,19.5,27.9,226
2021-11-17 15:58:23.294,19.5,27.9,225
2021-11-17 15:58:21.017,19.5,28.0,226
2021-11-17 15:58:18.739,19.5,28.0,227
2021-11-17 15:58:16.462,19.5,28.0,227
2021-11-17 15:58:14.184,19.5,28.1,227
2021-11-17 15:58:11.907,19.5,28.1,226
2021-11-17 15:58:09.629,19.5,28.1,217
2021-11-17 15:58:07.347,19.5,28.1,217
2021-11-17 15:58:05.071,19.5,28.1,217
2021-11-17 15:58:02.793,19.5,28.1,217
2021-11-17 15:58:00.515,19.5,28.1,217
2021-11-17 15:57:58.238,19.5,28.2,217
2021-11-17 15:57:55.960,19.5,28.2,217
2021-11-17 15:57:53.683,19.5,28.2,217
2021-11-17 15:57:51.405,19.5,28.2,217
2021-11-17 15:57:49.127,19.5,28.2,217
2021-11-17 15:57:46.850,19.5,28.2,217
2021-11-17 15:57:44.572,19.5,28.3,217
2021-11-17 15:57:42.295,19.4,28.3,217
2021-11-17 15:57:40.017,19.5,28.3,217
2021-11-17 15:57:37.740,19.4,28.3,226
2021-11-17 15:57:35.462,19.5,28.3,216
2021-11-17 15:57:33.181,19.4,28.3,226
2021-11-17 15:57:30.903,19.5,28.3,217
2021-11-17 15:57:28.625,19.5,28.3,217
2021-11-17 15:57:26.348,19.5,28.4,217
2021-11-17 15:57:24.070,19.5,28.4,216
2021-11-17 15:57:21.793,19.5,28.4,216
2021-11-17 15:57:19.515,19.5,28.4,215
2021-11-17 15:57:17.237,19.5,28.5,216
2021-11-17 15:57:14.960,19.5,28.5,216
2021-11-17 15:57:12.682,19.5,28.5,216
2021-11-17 15:57:10.405,19.5,28.6,216
2021-11-17 15:57:08.127,19.5,28.6,215
2021-11-17 15:56:17.766,19.4,28.1,220
2021-11-17 15:56:15.489,19.4,28.1,237
2021-11-17 15:56:13.211,19.4,28.1,234
2021-11-17 15:56:10.934,19.4,28.0,234
2021-11-17 15:56:08.656,19.4,28.0,235
2021-11-17 15:56:06.379,19.4,28.0,234
2021-11-17 15:56:04.101,19.4,28.0,234
2021-11-17 15:56:01.823,19.4,28.0,235
2021-11-17 15:55:59.546,19.4,28.0,234
2021-11-17 15:55:57.268,19.4,28.0,235
2021-11-17 15:55:54.991,19.4,28.0,238
2021-11-17 15:55:52.713,19.4,27.9,238
2021-11-17 15:55:50.435,19.4,27.9,238
2021-11-17 15:55:48.158,19.4,27.9,237
2021-11-17 15:55:45.876,19.4,27.9,234
2021-11-17 15:55:43.598,19.4,27.9,237
2021-11-17 15:55:41.320,19.4,27.9,235
2021-11-17 15:55:39.043,19.4,27.9,234
2021-11-17 15:55:36.765,19.4,27.9,235
2021-11-17 15:55:34.488,19.4,27.9,229
2021-11-17 15:55:32.210,19.4,27.8,237
2021-11-17 15:55:29.932,19.4,27.8,237
2021-11-17 15:55:27.655,19.4,27.8,237
2021-11-17 15:55:25.377,19.4,27.8,234
2021-11-17 15:55:23.100,19.5,27.9,234
2021-11-17 15:55:20.822,19.5,27.9,234
2021-11-17 15:55:18.545,19.6,27.9,234
2021-11-17 15:55:16.267,19.6,27.9,234
2021-11-17 15:55:13.989,19.6,27.9,234
2021-11-17 15:55:11.712,19.6,27.9,234
2021-11-17 15:55:09.434,19.6,27.9,234
2021-11-17 15:55:07.157,19.7,28.0,235
2021-11-17 15:55:04.879,19.7,28.0,234
2021-11-17 15:55:02.602,19.7,28.0,235
2021-11-17 15:55:00.320,19.7,28.0,225
2021-11-17 15:54:58.042,19.7,28.0,219
2021-11-17 15:54:55.765,19.7,28.0,223
2021-11-17 15:54:53.487,19.7,28.0,217
2021-11-17 15:54:51.210,19.7,28.0,219
2021-11-17 15:54:48.932,19.7,28.0,220
2021-11-17 15:54:46.654,19.7,28.0,222
2021-11-17 15:54:44.377,19.7,28.0,225
2021-11-17 15:54:42.100,19.7,28.1,227
2021-11-17 15:54:39.822,19.8,28.1,227
2021-11-17 15:54:37.545,19.7,28.1,227
2021-11-17 15:54:35.267,19.7,28.1,225
2021-11-17 15:54:32.989,19.8,28.1,223
2021-11-17 15:54:30.712,19.8,28.2,225
2021-11-17 15:54:28.434,19.8,28.2,225
2021-11-17 15:54:26.157,19.7,28.1,222
2021-11-17 15:54:23.879,19.7,28.1,222
2021-11-17 15:54:21.597,19.7,28.1,222
2021-11-17 15:54:19.320,19.7,28.1,223
2021-11-17 15:54:17.042,19.7,28.1,223
2021-11-17 15:54:14.765,19.7,28.1,222
2021-11-17 15:54:12.487,19.7,28.1,222
2021-11-17 15:54:10.210,19.7,28.2,223
2021-11-17 15:54:07.932,19.7,28.1,225
2021-11-17 15:54:05.654,19.7,28.1,226
2021-11-17 15:54:03.377,19.7,28.1,226
2021-11-17 15:54:01.099,19.7,28.2,226
2021-11-17 15:53:58.822,19.7,28.2,222
2021-11-17 15:53:56.544,19.7,28.2,222
2021-11-17 15:53:54.266,19.7,28.2,222
2021-11-17 15:53:51.989,19.7,28.2,216
2021-11-17 15:53:49.711,19.7,28.2,216
2021-11-17 15:53:47.435,19.7,28.2,216
2021-11-17 15:53:45.156,19.7,28.2,217
2021-11-17 15:53:42.879,19.7,28.2,217
2021-11-17 15:53:40.597,19.7,28.2,216
2021-11-17 15:53:38.319,19.7,28.2,216
2021-11-17 15:53:36.042,19.7,28.2,216
2021-11-17 15:53:33.764,19.7,28.2,217
2021-11-17 15:53:31.487,19.7,28.2,216
2021-11-17 15:53:29.209,19.7,28.2,216
2021-11-17 15:53:26.931,19.7,28.2,216
2021-11-17 15:53:24.654,19.7,28.2,216
2021-11-17 15:53:22.376,19.7,28.2,216
2021-11-17 15:53:20.099,19.7,28.2,216
2021-11-17 15:53:17.821,19.7,28.1,216
2021-11-17 15:53:15.544,19.7,28.1,216
2021-11-17 15:53:13.266,19.7,28.1,216
2021-11-17 15:53:10.989,19.7,28.1,216
2021-11-17 15:53:08.711,19.7,28.1,216
2021-11-17 15:53:06.433,19.7,28.1,216
2021-11-17 15:53:04.156,19.6,28.0,216
2021-11-17 15:53:01.878,19.7,28.0,216
2021-11-17 15:52:59.601,19.6,27.9,216
2021-11-17 15:52:57.323,19.6,27.9,216
2021-11-17 15:52:55.045,19.6,27.9,216
2021-11-17 15:52:52.764,19.6,27.9,216
2021-11-17 15:52:50.486,19.6,27.9,216
2021-11-17 15:52:48.209,19.6,27.9,216
2021-11-17 15:52:45.931,19.6,27.9,216
2021-11-17 15:52:43.654,19.6,27.9,216
